,id,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,player.id,player.first_name,player.last_name,player.team_id,game.id,game.date,game.season,game.postseason,game.home_team_score,game.visitor_team_score,game.home_team_id,game.visitor_team_id
0,36922149.0,35,10.0,21.0,0.4761905,5.0,10.0,0.5,0.0,0.0,0.0,4.0,1.0,5.0,4.0,2.0,0.0,2.0,1.0,25.0,3547256,Saddiq,Bey,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
1,36922150.0,28,6.0,8.0,0.75,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,0.0,1.0,2.0,2.0,14.0,666969,Zion,Williamson,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
2,36922151.0,26,2.0,4.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,1.0,2.0,3.0,3.0,5.0,0.0,2.0,3.0,7.0,17896024,Herbert,Jones,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
3,36922152.0,40,7.0,17.0,0.4117647,4.0,12.0,0.3333333,5.0,6.0,0.8333333,0.0,7.0,7.0,5.0,3.0,1.0,1.0,3.0,23.0,18677986,Trey,Murphy III,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
4,36922153.0,30,7.0,12.0,0.5833333,3.0,7.0,0.4285714,0.0,0.0,0.0,0.0,4.0,4.0,11.0,1.0,0.0,6.0,2.0,17.0,334,Dejounte,Murray,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
5,36922154.0,18,4.0,6.0,0.6666667,1.0,2.0,0.5,2.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,11.0,1057267077,Jeremiah,Fears,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
6,36922155.0,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56677837,Jordan,Hawkins,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
7,36922156.0,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,DeAndre,Jordan,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
8,36922157.0,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,Kevon,Looney,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
9,36922158.0,25,4.0,8.0,0.5,1.0,3.0,0.3333333,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,1.0,1.0,1.0,9.0,1028245777,Karlo,Matkovic,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
10,36922159.0,19,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,2.0,4.0,6.0,1.0,0.0,3.0,1.0,0.0,4.0,1028027567,Yves,Missi,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
11,36922160.0,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057390538,Micah,Peavy,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
12,36922161.0,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666848,Jordan,Poole,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
13,36922162.0,19,2.0,4.0,0.5,1.0,1.0,1.0,9.0,9.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,14.0,1057274415,Derik,Queen,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
14,36922163.0,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028203085,Trey,Alexander,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
15,36922164.0,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057845705,Hunter,Dickinson,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
16,36922165.0,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38017708,Bryce,McGowens,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
17,36922166.0,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059059437,Josh,Oduro,19.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
18,36922167.0,29,9.0,12.0,0.75,4.0,6.0,0.6666667,3.0,3.0,1.0,0.0,8.0,8.0,1.0,2.0,0.0,4.0,0.0,25.0,274,Kawhi,Leonard,13.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
19,36922168.0,24,6.0,11.0,0.5454546,0.0,3.0,0.0,6.0,6.0,1.0,3.0,4.0,7.0,2.0,0.0,1.0,1.0,4.0,18.0,101,John,Collins,13.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
20,36922169.0,31,5.0,12.0,0.417,0.0,3.0,0.0,1.0,2.0,0.5,3.0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,11.0,283,Brook,Lopez,13.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
21,36922170.0,29,2.0,6.0,0.3333333,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,3.0,4.0,247,Derrick,Jones Jr.,13.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
22,36922171.0,29,6.0,12.0,0.5,1.0,3.0,0.3333333,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,13.0,666581,Darius,Garland,13.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
23,36922172.0,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,53,Bogdan,Bogdanovic,13.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
24,36922173.0,5,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1028035215,Cam,Christie,13.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
25,36922174.0,26,2.0,6.0,0.3333333,2.0,4.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,6.0,139,Kris,Dunn,13.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
26,36922175.0,19,5.0,7.0,0.714,0.0,0.0,,0.0,0.0,,5.0,1.0,6.0,1.0,1.0,1.0,4.0,3.0,10.0,17896035,Isaiah,Jackson,13.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
27,36922176.0,23,6.0,10.0,0.6,1.0,2.0,0.5,0.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,13.0,56677856,Jordan,Miller,13.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
28,36922177.0,05,1.0,3.0,0.3333333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1058921044,Sean,Pedulla,13.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
29,36922178.0,15,1.0,6.0,0.167,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,1057396055,Kobe,Sanders,13.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
30,36922179.0,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nicolas,Batum,13.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
31,36922180.0,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Bradley,Beal,13.0,18447823,2026-03-18,2025,False,124.0,109.0,19.0,13.0
